id	review	label
1	I went and saw this movie last night after being coaxed to by a few friends of mine. I'll admit that I was reluctant to see it because from what I knew of Ashton Kutcher he was only able to do comedy. I was wrong. Kutcher played the character of Jake Fischer very well, and Kevin Costner played Ben Randall with such professionalism. The sign of a good movie is that it can toy with our emotions. This one did exactly that. The entire theater (which was sold out) was overcome by laughter during the first half of the movie, and were moved to tears during the second half. While exiting the theater I not only saw many women in tears, but many full grown men as well, trying desperately not to let anyone see them crying. This movie was great, and I suggest that you go see it before you judge.	1
2	My boyfriend and I went to watch The Guardian.At first I didn't want to watch it, but I loved the movie- It was definitely the best movie I have seen in sometime.They portrayed the USCG very well, it really showed me what they do and I think they should really be appreciated more.Not only did it teach but it was a really good movie. The movie shows what the really do and how hard the job is.I think being a USCG would be challenging and very scary. It was a great movie all around. I would suggest this movie for anyone to see.The ending broke my heart but I know why he did it. The storyline was great I give it 2 thumbs up. I cried it was very emotional, I would give it a 20 if I could!	1
3	My yardstick for measuring a movie's watch-ability is if I get squirmy. If I start shifting positions and noticing my butt is sore the film is too long. This movie did not even come close to being boring. Predictable in some parts sure but never boring.<br /><br />All of the other military branches have had love notes written about them and seen their recruitment levels go up why not the Coast Guard too? They are definitely under-appreciated until the day your boat sinks that is.<br /><br />The movie was very enjoyable and fun. Kevin Costner is perfect as the aging macho man who doesn't know when to quit. However I was most impressed by Ashton Kutcher's performance. I have never liked him never watched any of his TV shows and always considered him an immature ... well punk. In this film he does a great job! He is well on his way to having leading-man status. I think the film we were shown must have been an advance rough cut or something because about 2/3 of the way in the film stock turned very grainy the sound level dropped and microphones were seen dropping down all over the place. Also at the viewing were representatives from the movie looking for audience feedback - particularly on the parts of the film we didn't like.<br /><br />*****POSSIBLE SPOILER: The feedback I gave concerned a a couple of lines in the beginning. Kevin Costner comes home to see his wife Sela Ward packing her stuff up and moving out. He says ""Maybe I should be the one to move out."" And she replies ""No you don't know where anything is in this house; I should be the one to go."" This doesn't make sense: If she knows the layout so well Costner is right he *should* be the one to leave."	1
4	How many movies are there that you can think of when you see a movie like this? I can't count them but it sure seemed like the movie makers were trying to give me a hint. I was reminded so often of other movies, it became a big distraction. One of the borrowed memorable lines came from a movie from 2003 - Day After Tomorrow. One line by itself, is not so bad but this movie borrows so much from so many movies it becomes a bad risk.<br /><br />BUT...<br /><br />See The Movie! Despite its downfalls there is enough to make it interesting and maybe make it appear clever. While borrowing so much from other movies it never goes overboard. In fact, you'll probably find yourself battening down the hatches and riding the storm out. Why? ...Costner and Kutcher played their characters very well. I have never been a fan of Kutcher's and I nearly gave up on him in The Guardian, but he surfaced in good fashion. Costner carries the movie swimmingly with the best of Costner's ability. I don't think Mrs. Robinson had anything to do with his success.<br /><br />The supporting cast all around played their parts well. I had no problem with any of them in the end. But some of these characters were used too much.<br /><br />From here on out I can only nit-pick so I will save you the wear and tear. Enjoy the movie, the parts that work, work well enough to keep your head above water. Just don't expect a smooth ride.<br /><br />7 of 10 but almost a 6.	1
5	This movie was sadly under-promoted but proved to be truly exceptional. Entering the theatre I knew nothing about the film except that a friend wanted to see it.<br /><br />I was caught off guard with the high quality of the film. I couldn't image Ashton Kutcher in a serious role, but his performance truly exemplified his character. This movie is exceptional and deserves our monetary support, unlike so many other movies. It does not come lightly for me to recommend any movie, but in this case I highly recommend that everyone see it.<br /><br />This films is Truly Exceptional!	1
6	I only went to see this movie because I have always liked Kevin Costner. I felt that Ashton did a great job in the Butterfly Effect. Unfortunately, even though these two actors were/are capable of good if not great acting moments some of that was missing here. Some of the scenes were just not believable and didn't have enough story line support.<br /><br />Though the movie claims influence from the hurricane Katrina aftermath, there was very little (none) to that effect in the movie.<br /><br />Overall, I liked the fact that the movie brought forward some of what goes into saving lives from a water perspective.<br /><br />The special effects were pretty good and more than a little intimidating. Not sure I'll ever go deep sea fishing again...<br /><br />I expected a little more emotion in the film than what was presented.<br /><br />Definitely a movie that could've been seen on DVD.	1
7	I was fortunate enough to see this movie on pre-release last night and, though I wasn't expecting to, actually really enjoyed the movie for the most part. The rescues and sea effects were amazing to watch and definitely provided edge of the seat tense moments, probably all the more so knowing that there are guys who do this for a living. The weaker parts of the movie revolve largely around using stereotypical set scenes. I'm not going to spoil the movie but this really follows along the lines of An Officer and a Gentleman and those moments give it a little bit of a cheesy aftertaste.<br /><br />Like I said over all this movie is pretty good and worth checking out as long as you can get past the clich�s.	1
8	"Our family (and the entire sold out sneak preview audience) enjoyed ""The Guardian"". Kevin Costner and Ashton Kutcher gave convincing performances as the fictional helicopter rescue swimmer characters Ben and Jake. After seeing this movie you can't help but imagine how difficult it must be to graduate from the USCG helicopter rescue swimmer school and one day take part in real rescues.<br /><br />Even though this is a fictional movie it delivered rather convincing virtues of team spirit dedication and bravery exhibited by all the members of the actual U. S. Coast Guard.<br /><br />The special effects used to create the rescue scenes were incredible. You actually felt like you were taking part in a real rescue.<br /><br />I feel the movie could have been made without the ""Hollywood"" bar scene (when you see the movie you might agree) since the real Coast Guard does not condone such behavior. <br /><br />Very entertaining very action packed definitely worth seeing. Thank you U. S. Coast Guard and the REAL helicopter rescue swimmers ""So Others May Live"". I'd highly recommend this movie to everyone."	1
9	"I'm a Petty Officer 1st Class (E-6) and have been in the USCG for 6 years and feel that this movie strongly represents the Coast Guard. There were only a few scenes that were far fetched. The most far-fetched was when PO Fischer (Kutcher) went down inside of the sinking vessel to pull the vessel's captain out of the engine room... that would never happen. Swimmers are not allowed to go inside of any vessel no matter the circumstances. Second the Command Center (supposedly in Kodiak) it looked more like a NASA command center... we don't have any gear that hi-tech. Third the Captain of the Airstation would not be running the search & rescue cases with like 10 people on watch. In reality it would be an E-6 or E-7 as the SAR Controller and maybe 2 other support personnel like an assist SAR Controller & a Radio Watchstander. Otherwise the movie was dead on I think they should have incorporated more of the other rates in the CG and their roles in search & rescue instead of just Aviation based rates. Some of the scenes from ""A"" school reminded me of my days their and the dumb stuff I did and got in trouble for in my younger days."	1
10	I've seen this story before but my kids haven't. Boy with troubled past joins military, faces his past, falls in love and becomes a man. The mentor this time is played perfectly by Kevin Costner, An ordinary man with common everyday problems who lives an extraordinary conviction, to save lives. After losing his team he takes a teaching position training the next generation of heroes. The young troubled recruit is played by Kutcher. While his scenes with the local love interest are a tad stiff and don't generate enough heat to melt butter, he compliments Costner well. I never really understood Sela Ward as the neglected wife and felt she should of wanted Costner to quit out of concern for his safety as opposed to her selfish needs. But her presence on screen is a pleasure. The two unaccredited stars of this movie are the Coast Guard and the Sea. Both powerful forces which should not be taken for granted in real life or this movie. The movie has some slow spots and could have used the wasted 15 minutes to strengthen the character relationships. But it still works. The rescue scenes are intense and well filmed and edited to provide maximum impact. This movie earns the audience applause. And the applause of my two sons.	1
11	If you had asked me how the movie was throughout the film, I would have told you it was great! However, I left the theatre feeling unsatisfied. After thinking a little about it, I believe the problem was the pace of the ending. I feel that the majority of the movie moved kind of slow, and then the ending developed very fast. So, I would say the ending left me disappointed.<br /><br />I thought that the characters were well developed. Costner and Kutcher both portrayed their roles very well. Yes! Ashton Kutcher can act! Also, the different relationships between the characters seemed very real. Furthermore,I thought that the different plot lines were well developed. Overall, it was a good movie and I would recommend seeing it.<br /><br />In conclusion: Good Characters, Great Plot, Poorly Written/Edited Ending. Still, Go See It!!!	1
12	I was looking forward to The Guardian, but when I walked into the theater I wasn't really in the mood for it at that particular time. It's kind of like the Olive Garden - I like it, but I have to be in the right mindset to thoroughly enjoy it.<br /><br />I'm not exactly sure what was dampening my spirit. The trailers looked good, but the water theme was giving me bad flashbacks to the last Kevin Costner movie that dealt with the subject - Waterworld. Plus, despite the promise Ashton Kutcher showed in The Butterfly Effect, I'm still not completely sold on him. Something about the guy just annoys me. Probably has to do with his simian features.<br /><br />It took approximately two minutes for my fears to subside and for my hesitancies to slip away. The movie immediately throws us into the midst of a tense rescue mission, and I was gripped tighter than Kenny Rogers' orange face lift. My concerns briefly bristled at Kutcher's initial appearance due to the fact that too much effort was made to paint him as ridiculously cool and rebellious. Sunglasses, a tough guy toothpick in his mouth, and sportin' a smirk that'd make George Clooney proud? Yeah, we get it. I was totally ready to hate him.<br /><br />But then he had to go and deliver a fairly strong performance and force me to soften my jabs. <br /><br />Darn you, ape man! Efficiently mixing tense, exciting rescue scenes, drama, humor, and solid acting, The Guardian is easily a film that I dare say the majority of audiences will enjoy. You can quibble about its clich�s, predictability, and rare moments of overcooked sappiness, but none of that takes away from the entertainment value.<br /><br />I had a bad feeling that the pace would slow too much when Costner started training the young guys, but on the contrary, the training sessions just might be the most interesting aspect of the film. Coast Guard Rescue Swimmers are heroes whose stories have never really been portrayed on the big screen, so I feel the inside look at what they go through and how tough it is to make it is very informative and a great way to introduce audiences to this under-appreciated group.<br /><br />Do you have what it takes to be a rescue swimmer? Just think about it -you get to go on dangerous missions in cold, dark, rough water, and then you must fight disorientation, exhaustion, hypothermia, and a lack of oxygen all while trying to help stranded, panicked people who are depending on you for their survival. And if all that isn't bad enough, sometimes you can't save everybody so you have to make the tough decision of who lives and who dies.<br /><br />Man, who wants all that responsibility? Not me! I had no idea what it was really like for these guys, and who would have thought I'd have an Ashton Kutcher/Kevin Costner movie to thank for the education? <br /><br />Not only does The Guardian do a great job of paying tribute to this rare breed of hero, but lucky for us it also does a good job of entertaining its paying customers.<br /><br />THE GIST <br /><br />Moviegoers wanting an inside look at what it's like to embark on a daring rescue mission in the middle of the ocean might want to give The Guardian a chance. I saw it for free, but had I paid I would've felt I had gotten my money's worth.	1
13	"I was pleasantly surprised to find this movie showing as a sneak preview in my local theater.<br /><br />We have all seen this plot line before (Top Gun GI Jane An Officer and a Gentleman) but a good script still works. This story is basically about the training of a Coast Guard rescue team with a couple of side story lines. Kevin Costner plays a highly successful rescue team leader Ben Randall who is forced into heading the training team after a tough mission. The movie takes us through the rigors of the training process and the personal stories of both the Costner character and that of Jake Fischer played by Ashton Kutcher. I am happy to say that Ashton is great in this part.<br /><br />There are no great surprises in this movie and you will probably realize what is coming long before it arrives. However the use of humor the exploration of the toughness of the training and the fun of watching Ben Randall ""do his own thing as a trainer"" kept me riveted and thoroughly entertained. I really enjoy watching a movie that makes the entire audience laugh out loud gasp here and there and clap at the end as a tribute to the movie.<br /><br />We all had a good time (despite a couple of tough moments in the movie)and I think you will too."	1
14	I work at a movie theater and every Thursday night we have an employee screening of one movie that comes out the next day...Today it was The Guardian. I saw the trailers and the ads and never expected much from it, and in no way really did i anticipate seeing this movie. Well turns out this movie was a lot more than I would have thought. It was a great story first of all. Ashton Kutcher and Kevin Costner did amazing acting work in this film. Being a big fan of That 70's Show I always found it hard thinking of Kutcher as anyone but Kelso despite the great acting he did in The Butterfly Effect, but after seeing this movie I think I might be able to finally look at him as a serious actor.<br /><br />It was also a great tribute to the unsung heroes of the U.S. Coast Guard.	1
15	"I attended an advance screening of this film not sure of what to expect from Kevin Costner and Ashton Kutcher; both have delivered less than memorable performances & films. While the underlying ""general"" storyline is somewhat familiar this film was excellent. Both Costner and Kutcher delivered powerful performances playing extremely well off each other. The human frailties and strengths of their respective characters were incredibly played by both; the scene when Costner confronts Kutcher with the personal reasons why Kutcher joined the Coast Guard rescue elite was the film's most unforgettable emotional moment. The ""specific"" storyline was an education in itself depicting the personal sacrifice and demanding physical training the elite Coast Guard rescuers must go through in preparation of their only job & responsibility...to save lives at sea. The special effects of the rescue scenes were extremely realistic and ""wowing""...I haven't seen such angry seas since ""The Perfect Storm"". Co-star Clancy Brown (HBO's ""Carnivale"" - great to see him again) played the captain of the Coast Guard's Kodiak Alaska base in a strong convincing role as a leader with the prerequisite and necessary ice water in his veins. The film wonderfully and finally gives long overdue exposure and respect to the Coast Guard; it had the audience applauding at the end."	1
16	As others that have commented around the web... I'm a 130 pilot in the Coast Guard. Having said that, and being the skeptic I am, I went expecting the over-the-top cheese factors. There was some cheese, but all in all, not much.. and the film was pretty accurate.<br /><br />I watched the trailer again today. After seeing the film yesterday, I've realized the trailer gives the impression the movie is nothing but rescue after rescue action scenes. This isn't the case.<br /><br />The movie is truly more character/story driven than action. The inner struggles both Costner and Kutcher are dealing with.. Kutcher's is revealed further into than movie than Costner's is.<br /><br />Of course, there is a minor love story.. no surprise there. But for the most part, the movie tells the tale of two lives that come together, and after some time, help each other heal old wounds.<br /><br />As girlie as it sounds, Costner and, as much as I try not to like him, Kutcher do actually work quite well together and compliment each other very well in the movie.<br /><br />As critics have stated, you've seen it all before.. Top Gun, Officer and a Gentlemen, etc. But what movie hasn't been remade a million times.<br /><br />I can recall only one F word being spoken.. and can't really recall any other language.<br /><br />The movie is 2+ hours, and for some, may tend to get a little long towards the end.<br /><br />You'll laugh, you may cry, but I can honestly say, it was worth the $4 I paid.<br /><br />I hope you enjoy the movie.	1
17	"I went to an advance screening of this movie thinking I was about to embark on 120 minutes of cheezy lines mindless plot and the kind of nauseous acting that made ""The Postman"" one of the most malignant displays of cinematic blundering of our time. But I was shocked. Shocked to find a film starring Costner that appealed to the soul of the audience. Shocked that Ashton Kutcher could act in such a serious role. Shocked that a film starring both actually engaged and captured my own emotions. Not since 'Robin Hood' have I seen this Costner: full of depth and complex emotion. Kutcher seems to have tweaked the serious acting he played with in ""Butterfly Effect"". These two actors came into this film with a serious focused attitude that shone through in what I thought was one of the best films I've seen this year. No its not an Oscar worthy movie. It's not an epic or a profound social commentary film. Rather its a story about a simple topic illuminated in a way that brings that audience to a higher level of empathy than thought possible. That's what I think good film-making is and I for one am throughly impressed by this work. Bravo!"	1
18	Brilliant and moving performances by Tom Courtenay and Peter Finch.	1
19	"The Dresser is perhaps the most refined of backstage films. The film is brimming with wit and spirit for the most part provided by the ""energetic"" character of Norman (Tom Courtenay). Although his character is clearly gay and certainly has an attraction for the lead performer (Albert Finney) that he assists the film never dwells on it or makes it more than it is.<br /><br />The gritty style of Peter Yates that worked so well in ""Bullitt"" is again on display and gives the film a sense of realism and coherence. This is much appreciated in a story that could so easily have become tedious. In the end ""The Dresser"" will bore many people silly but it will truly be a delight to those who love British cinema.<br /><br />7.7 out of 10"	1
20	This is one of my three all-time favorite movies. My only quibble is that the director, Peter Yates, had too many cuts showing the actors individually instead of together as a scene, but the performances were so great I forgive him.<br /><br />Albert Finney and Tom Courtenay are absolutely marvelous, brilliant. The script is great, giving a very good picture of life in the theatre during World War II (and, therefore, what it was like in the 30s as well). Lots of great, subtle touches, lots of broad, overplayed strokes, all of it perfectly done. Scene after scene just blows me away, and then there's the heartbreaking climax.	1
21	"The many other comments about the film say it all - just like to add that we showed it last week to around 30 at our Community Cinema and it got an overall average score of 8.6. We'd 100% recommend it then for today's audiences especially if they can see it on a real cinema screen and can talk about it with others afterwards as our audience did.<br /><br />The sheer power of the acting performances by the whole troupe was incredible and quite spellbinding. Of course Finney and Courtenay were truly the stars. but everybody was thoroughly well cast. For our afternoon audience the majority of whom are ""senior citizens"" the fact that the plot could be followed with such ease because of the clarity of speech and the wonderful non-techy use of camera and sound was a great influence<br /><br />How delightful many said to see a really great film that's British: still not dated twenty years on: not full filled with blood & guts: not confusing because of bob-about-all-over-the-place camera shots and back and forth through time story lines: no seedy sex scenes. Such views were even uttered by some who were younger."	1
22	The Dresser is a small but absolutely wonderful film brilliantly acted by Albert Finney and Tom Courtenay. How in the world this tiny film attracted enough attention to garner five major Academy Award nominations back in 1983 is a mystery to me but it's nice to know the Academy can be guilty of a display of good taste every once in a while (of course they gave the award that year to ""Terms of Endearment""-- after all they don't want to be accused of showing TOO much taste).<br /><br />Albert Finney is a drunken Shakespearean actor in a production of ""King Lear""; Tom Courtenay is the man who works double time behind the scenes to keep this actor in front of the footlights. It's both hilarious and piteous to see Courtenay's character showering Finney's with attention and affection only to see his efforts utterly unappreciated and dismissed even up to the very bitter end. Finney and Courtenay work wonders together and though Finney gets the showiest moments (he does get to recite Shakespeare after all) Courtenay is the heart and soul of the film.<br /><br />Grade: A"	1
23	What is worth mentioning that is omitted in the other reviews I have read here, is the subtext of how the law shaped the lives and behaviour of gays in the era portrayed in the film. While Courtenay's character is evidently gay, he is not the only one: the often talked about Mr. Davenport-Scott is the other, and the reason that he is never seen, the reason alluded to that he has disappeared seems to be that he has been detained by the police for homosexual activity - a criminal offense in England at the time.<br /><br />We can read under the surface that this recent event has unsettled Norman, Courtenay's character: and we can also see in a passing remark by Oxenby, the Edward Fox character, the quick renunciation of any connection to such a person when the law is involved: the fear of association affects many of the characters, and is part of the portrait the film paints of a time and the people who inhabit it. The abandonment of Courtenay at the end by Sir has been anticipated all the way through, if this subtext is included: it also makes sense of both the otherwise inexplicable omission of his Dresser from the list of those he gives thanks to. The flamboyance combined with the fear of exposure produces the combination of yearning and fear that Courtenay has to 'step into the footlights', as he does when he makes the announcement about the imminent air raids, a scene that would otherwise be gratuitous, but that is both a symbolic and literal depiction of the man's inner torment.<br /><br />So while the drama is of the decline of Finney's Sir, a great deal of the tragedy of the film and play comes from the 'fatal flaw' of Courtenay's gayness, and makes this a film about him, as the title suggests.<br /><br />The art direction, pacing and cinematic style of this film seem to come from another time, more distant than the eighties and, in some ways, even than the second world war. The implicit portrait of a society still clinging to an older moral order, and the sympathy of the character racked and ruined by the cruelties of that order, of necessity trapped in the enclosed world of the theatre, and the knowledge we have of how much of it all would be swept away after the war makes this film all the more poignant, for all its flaws.	1
24	Anyone who appreciates fine acting and ringing dialogue will love<br /><br />this film. Taken from Ronald 'Taking Sides' Harwood, it's a funny<br /><br />and ultimately excoriating analysis of a relationship between two<br /><br />very 'actorly' types. Albert Finney is sublime as the despotic<br /><br />Shakespearean actor who barely notices the world war raging<br /><br />around him, so intent is he on the crumbling fortunes of his theatre<br /><br />company and his own psychological and emotional breakdown.<br /><br />Tom Courtenay is matchless as Norman, the 'Dresser' of the title,<br /><br />whose apparent devotion turns out to be anything but selfless.<br /><br />Really a must see.	1
25	"Sir has played Lear over 200 timesbut tonight he can't remember his opening lines.Sitting at the mirrorhis eyes reflect the King's madness. His dresser prompts him gentlymouthing the words.There is an air of desperation about both these men.The great actor knowing his powers are slipping awayhis valet cum major domo cum conscience cum surrogate wife - aware of his boss's decline into madness and knowing he is powerless to do more than ease his passing. ""The Dresser"" is really a love story between the two.Over the years they have become mutually dependent on one another to the extent that neither can conceive a future without the other. Set during the second world warit concerns the fortunes of a frankly second - rate touring Shakespearean Company comprising an equal number of has - beens and wannabes led by ""Sir"" a theatrical knight of what might kindly be called ""The Old School"".Whatever part he is playing he grabs centre - stage and bellows out over the footlightsbullying his audience into applause.Butsomewhere inside himburied most of the time deep beneath the ham he regularly dishes outthere still remains an occasional glitter of his earlier greatness.It is to catch a glimpse of this that his audiences fervently hope for. Mr A.Finney very cleverly concentrates on the hamoften to the point of caricatureandjust when you are ready to dismiss his performance as mere hyperbole and bluster he will produce a moment of exquisite subtlety and vulnerability that makes you realise that a great actor is playing a great actor. The same goes for Mr T.Courtenay.It's easy to write off his portrayal<br /><br />of Norman as an exercise in stereotyping.Here we have a middle - aged effeminate rather than camp theatrical dresser sashaying his way through lifeenjoying the company of ""The Girls"" and loving the wicked Insider gossip rife in ""The Theatre"".There were - and I strongly suspect still are - many men just like Norman in The Profession.Infinitely kind and patientknowing more about the plays than many of the actorsthey run backstage with wisdom and affection.I believe the vast majority of them would hoot with approving laughter at Mr Courtenay's portrait. I saw ""The Dresser"" on the London stage whereagainst the perceived wisdomMr Courtenay's ""Norman"" was rather more subdued than in the movie.""Sir"" was played by the great Mr Freddie Jones to huge acclaim from the audience.It was a memorable performance that overshadowed Mr Courtenay'sreducing him rather to an ""also - ran"" as opposed to an actor on level - billing.The idea that ""Sir"" and ""Norman"" might be almost incomplete without each other went right out of the window. ""Norman"" was reduced to being his puppetwhich I'm not sure was what Ronald Harwood intendedbut made for breathtaking theatre. Messrs Finney and Courtenay redress the balance in the movierestoring equality to the relationship. Both men have come a long way since their early appearances in the British ""New Wave"" pictures when they became the darlings of the vaguely Leftish""middle - class and ashamed of it"" movement.When the British cinema virtually committed Hari - kiri in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the door.With the renaissance of more substantial moviesthey re - appearedblinking in the unaccustomed bright light.<br /><br />""The Dresser"" marked their returnstill fizzing with energy and talent shouting to the world at large ""We're still here"".It's not a big movie but is assuredly a great one."	1
26	This is a movie that deserves another look--if you haven't seen it for a while, or a first look--if you were too young when it came out (1983). Based on a play by the same name, it is the story of an older actor who heads a touring Shakespearean repertory company in England during World War II. It deals with his stress of trying to perform a Shakespeare each night while facing problems such as bombed theaters and a company made up of older or physically handicapped actors--the young, able bodied ones being taken for military service. It also deals with his relationship with various members of his company, especially with his dresser. So far it all sounds rather dull but nothing could be further from the truth. While tragic overall, the story is told with a lot of humor and emotions run high throughout. The two male leads both received Oscar nominations for best actor and deservedly so. I strongly recommend this movie to anyone who enjoys human drama, theater--especially Shakespeare, or who has ever worked backstage in any capacity. The backstage goings-on make up another facet of the movie that will be fascinating to most viewers.	1
27	This film has its detractors, and Courtney's fey dresser may offend some folks (who, frankly, need a good smack upside the head) -- but the film is top notch in every way: engaging, poignant, relevant. Finney, naturally, is larger than life. Courtney makes an ideal foil. I thought the performances to be terribly strong in both leads, and Courtney's character provides plenty of dark humor. The period is well captured, the supporting cast well chosen. This is to be seen and savored like a fine cordial. I only wish it were out on DVD already...(*sigh*)...	1
28	"Albert Finney and Tom Courtenay are brilliant as Sir and his Dresser. Of course the play is brilliant to begin with and nothing can compare with the immediacy and collegiality of theatre and I think you listen better in theatre; but on the screen we become more intimate we're 'up-close' more than we are in the theatre we witness subtle changes in expression we ""see"" better as well as listen. Both the play and the movie are wondrous: moving intelligent illuminating--of the backstage story of the company of historical context of the two main characters and of the parallel characters in ""Lear"" itself. If you cannot get to see it in a theatre (I don't imagine it's produced much these days) then please do yourself a favor and get the video."	1
29	"A fantastic cinema experience. I really enjoyed seeing this truly magnificent film in the theater when it came out. There is nothing to add except that is a terrible shame that sir Albert Finney still isn't accepted by the AMPAS (American Academy). After roles in such films as Tom Jones Murder on the Orient Express Under the Volcano (to name only few - for these he was nominated for the Oscar) The Dresser is arguably his highlight yet...<br /><br />I know Oscars are just popularity contest but if Americans like British actors and actresses (""and the Oscar goes to"" Jeremy Irons Daniel Day-Lewis Anthony Hopkins Emma Thompson Glenda Jackson etc. - and they all deserved the award!) why they always left sir Finney with empty hands?<br /><br />On the other hand they gave it to John Wayne and Marisa Tomei (in Cousin Vinny). I don't know should I laugh or cry.<br /><br />If you have seen the two leads in The Dresser you won't forget what is the art of acting. Watch this film and enjoy! I recommend it to everyone who loves art.<br /><br />I give 9/10 for this excellent film (1 point missing for non-cinematic material after all it is ""just"" a theater)<br /><br />Note: My criteria is much stronger than this on IMDb (10 only for the cinematic masterpiece that should/could last forever)."	1
30	<br /><br />What more can you ask for? A great screenplay based on one of the finest plays of the latter half of the 20th century, two fine emotional performances by Courtney and Finney, a realistic vision of war time london, a great supporting cast. This film takes you on an emotional rollercoaster through humour, sadness, loss and fulfillment. if you are in the theatre it is even more effective. This is a true 10 on the rating scale !	1
31	Once again Mr. Costner has dragged out a movie for far longer than necessary. Aside from the terrific sea rescue sequences, of which there are very few I just did not care about any of the characters. Most of us have ghosts in the closet, and Costner's character are realized early on, and then forgotten until much later, by which time I did not care. The character we should really care about is a very cocky, overconfident Ashton Kutcher. The problem is he comes off as kid who thinks he's better than anyone else around him and shows no signs of a cluttered closet. His only obstacle appears to be winning over Costner. Finally when we are well past the half way point of this stinker, Costner tells us all about Kutcher's ghosts. We are told why Kutcher is driven to be the best with no prior inkling or foreshadowing. No magic here, it was all I could do to keep from turning it off an hour in.	0
32	This is a pale imitation of 'Officer and a Gentleman.' There is NO chemistry between Kutcher and the unknown woman who plays his love interest. The dialog is wooden, the situations hackneyed. It's too long and the climax is anti-climactic(!). I love the USCG, its men and women are fearless and tough. The action scenes are awesome, but this movie doesn't do much for recruiting, I fear. The script is formulaic, but confusing. Kutcher's character is trying to redeem himself for an accident that wasn't his fault? Costner's is raging against the dying of the light, but why? His 'conflict' with his wife is about as deep as a mud puddle. I saw this sneak preview for free and certainly felt I got my money's worth.	0
33	"It seems ever since 1982 about every two or three years we get a movie that claims to be ""The Next Officer and a Gentleman."" There has yet to be one movie that has lived up to this claim and this movie is no different.<br /><br />We get the usual ripped off scenes from OAAG (""I want you DOR"" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit the Gere character comes back for the girl the Gere character realizes the instructor is great etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual ""wise teacher"" character the only character he can play and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character just miscast with acting skills barely a notch above Keanu Reeves.<br /><br />The main problem with this OAAG wannabe is the two main characters are so amazingly one-dimensional you never care for either in the least and when Kutcher's character finally turns around (just like Gere did in OAAG) you just go ""so what? The movie leaves no plot point unturned and seems to never end as if to say ""oh wait we forgot to close out the girlfriend story or the what happens after he graduates story or the other six plot points in the movie..."" What's more baffling is the great ""reviews"" I see here. The general public's opinions never cease to amaze me."	0
